Indicator,Year,Geography,FIPS,Race,Sex,Age group,Misc,Rate,Cases,Population
Chlamydia,2004,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,355.7,"2,954","830,364"
Chlamydia,2004,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,631,"3,493","553,523"
Chlamydia,2004,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,244.6,"42,554","17,397,161"
Chlamydia,2004,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,388.2,"34,280","8,829,383"
Chlamydia,2004,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,349.9,553,"158,024"
Chlamydia,2004,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,420.2,"5,307","1,262,840"
Chlamydia,2004,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,199.8,"2,784","1,393,262"
Chlamydia,2004,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,371.1,"47,185","12,713,634"
Chlamydia,2004,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,295.6,"18,440","6,237,569"
Chlamydia,2004,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,235.4,"6,956","2,954,451"
Chlamydia,2004,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,273.9,"7,493","2,735,502"
Chlamydia,2004,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,156.1,"6,470","4,145,922"
Chlamydia,2004,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,483.6,"21,837","4,515,770"
Chlamydia,2004,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,160.4,"2,113","1,317,253"
Chlamydia,2004,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,359,"19,952","5,558,058"
Chlamydia,2004,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,206.4,"13,242","6,416,505"
Chlamydia,2004,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,407.9,"41,246","10,112,620"
Chlamydia,2004,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,227.4,"11,602","5,100,958"
Chlamydia,2004,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,649.8,"18,863","2,902,966"
Chlamydia,2004,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,370.5,"21,319","5,754,618"
Chlamydia,2004,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,281.4,"2,608","926,865"
Chlamydia,2004,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,299.8,"5,238","1,747,214"
Chlamydia,2004,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,286.5,"6,690","2,334,771"
Chlamydia,2004,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,133.6,"1,736","1,299,500"
Chlamydia,2004,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,200.6,"17,448","8,698,879"
Chlamydia,2004,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,474.7,"9,035","1,903,289"
Chlamydia,2004,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,307.4,"59,097","19,227,088"
Chlamydia,2004,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,339.1,"28,967","8,541,221"
Chlamydia,2004,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,285.3,"1,810","634,366"
Chlamydia,2004,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2004,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,343.7,"39,379","11,459,011"
Chlamydia,2004,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,294.2,"10,366","3,523,553"
Chlamydia,2004,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,241.8,"8,690","3,594,586"
Chlamydia,2004,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,306.5,"38,025","12,406,292"
Chlamydia,2004,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,92.1,"3,588","3,893,931"
Chlamydia,2004,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,318.5,"3,442","1,080,632"
Chlamydia,2004,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,438.8,"18,423","4,198,068"
Chlamydia,2004,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,328.5,"2,532","770,883"
Chlamydia,2004,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,381.5,"22,515","5,900,962"
Chlamydia,2004,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,312.3,"70,232","22,490,022"
Chlamydia,2004,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,321.4,347,"107,950"
Chlamydia,2004,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,161.4,"3,857","2,389,039"
Chlamydia,2004,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,183,"1,137","621,394"
Chlamydia,2004,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,290,"21,635","7,459,827"
Chlamydia,2004,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,284.3,"17,635","6,203,788"
Chlamydia,2004,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,151.9,"2,758","1,815,354"
Chlamydia,2004,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,348.8,"19,217","5,509,026"
Chlamydia,2004,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,213.6,"1,082","506,529"
Chlamydia,2005,Alabama,1,All races/ethnicities,Both sexes,All age groups,All transmission categories,376.6,"17,109","4,542,912"
Chlamydia,2005,Alaska,2,All races/ethnicities,Both sexes,All age groups,All transmission categories,652.8,"4,355","667,114"
Chlamydia,2005,American Samoa,60,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2005,Arizona,4,All races/ethnicities,Both sexes,All age groups,All transmission categories,355.9,"21,264","5,973,970"
Chlamydia,2005,Arkansas,5,All races/ethnicities,Both sexes,All age groups,All transmission categories,306.4,"8,507","2,776,257"
Chlamydia,2005,California,6,All races/ethnicities,Both sexes,All age groups,All transmission categories,365.4,"130,716","35,770,688"
Chlamydia,2005,Colorado,8,All races/ethnicities,Both sexes,All age groups,All transmission categories,331.5,"15,432","4,655,731"
Chlamydia,2005,Connecticut,9,All races/ethnicities,Both sexes,All age groups,All transmission categories,317.5,"11,039","3,477,185"
Chlamydia,2005,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,403.7,"3,392","840,296"
Chlamydia,2005,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,631.9,"3,678","582,049"
Chlamydia,2005,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,244,"43,372","17,773,291"
Chlamydia,2005,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,369.2,"33,562","9,090,479"
Chlamydia,2005,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,508.2,805,"158,398"
Chlamydia,2005,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,435.9,"5,489","1,259,147"
Chlamydia,2005,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,196.4,"2,799","1,425,226"
Chlamydia,2005,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,399,"50,559","12,672,835"
Chlamydia,2005,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,320.8,"20,063","6,253,142"
Chlamydia,2005,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,250.5,"7,390","2,950,517"
Chlamydia,2005,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,270.8,"7,419","2,739,997"
Chlamydia,2005,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,199.8,"8,351","4,179,655"
Chlamydia,2005,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,383.2,"17,227","4,495,113"
Chlamydia,2005,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,172,"2,254","1,310,424"
Chlamydia,2005,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,328,"18,291","5,576,889"
Chlamydia,2005,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,223.3,"14,411","6,453,694"
Chlamydia,2005,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,383.8,"38,730","10,092,426"
Chlamydia,2005,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,238.7,"12,189","5,106,992"
Chlamydia,2005,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,733.6,"21,268","2,899,300"
Chlamydia,2005,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,385.5,"22,371","5,803,587"
Chlamydia,2005,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,256.8,"2,400","934,656"
Chlamydia,2005,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,291.2,"5,098","1,750,772"
Chlamydia,2005,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,304.1,"7,321","2,407,073"
Chlamydia,2005,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,141.6,"1,842","1,301,050"
Chlamydia,2005,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,222.2,"19,152","8,619,564"
Chlamydia,2005,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,441.6,"8,456","1,914,699"
Chlamydia,2005,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,330.9,"63,966","19,329,398"
Chlamydia,2005,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,360.3,"31,183","8,655,414"
Chlamydia,2005,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,262.7,"1,667","634,528"
Chlamydia,2005,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2005,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,381.7,"43,806","11,475,559"
Chlamydia,2005,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,379.8,"13,407","3,530,037"
Chlamydia,2005,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,249.3,"9,018","3,617,086"
Chlamydia,2005,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,300.1,"37,261","12,415,908"
Chlamydia,2005,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,95,"3,714","3,910,722"
Chlamydia,2005,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,305.7,"3,269","1,069,226"
Chlamydia,2005,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,430.4,"18,296","4,250,989"
Chlamydia,2005,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,346.8,"2,701","778,775"
Chlamydia,2005,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,384.9,"23,084","5,997,481"
Chlamydia,2005,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,315.3,"71,860","22,790,696"
Chlamydia,2005,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,430.2,464,"107,863"
Chlamydia,2005,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,184.2,"4,602","2,498,863"
Chlamydia,2005,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,154.7,957,"618,797"
Chlamydia,2005,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,300.3,"22,668","7,547,753"
Chlamydia,2005,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,297.4,"18,616","6,258,988"
Chlamydia,2005,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,163.2,"2,944","1,804,128"
Chlamydia,2005,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,369.2,"20,461","5,542,096"
Chlamydia,2005,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,231.8,"1,173","506,002"
Chlamydia,2006,Alabama,1,All races/ethnicities,Both sexes,All age groups,All transmission categories,498.3,"22,915","4,599,030"
Chlamydia,2006,Alaska,2,All races/ethnicities,Both sexes,All age groups,All transmission categories,675.3,"4,525","670,053"
Chlamydia,2006,American Samoa,60,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2006,Arizona,4,All races/ethnicities,Both sexes,All age groups,All transmission categories,390.7,"24,090","6,166,318"
Chlamydia,2006,Arkansas,5,All races/ethnicities,Both sexes,All age groups,All transmission categories,293.8,"8,259","2,810,872"
Chlamydia,2006,California,6,All races/ethnicities,Both sexes,All age groups,All transmission categories,372.6,"135,827","36,457,549"
Chlamydia,2006,Colorado,8,All races/ethnicities,Both sexes,All age groups,All transmission categories,343.2,"16,313","4,753,377"
Chlamydia,2006,Connecticut,9,All races/ethnicities,Both sexes,All age groups,All transmission categories,312.3,"10,946","3,504,809"
Chlamydia,2006,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,423.6,"3,615","853,476"
Chlamydia,2006,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,579.2,"3,368","581,530"
Chlamydia,2006,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,270.6,"48,955","18,089,888"
Chlamydia,2006,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,416.2,"38,972","9,363,941"
Chlamydia,2006,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,524.2,832,"158,711"
Chlamydia,2006,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,431.6,"5,548","1,285,498"
Chlamydia,2006,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,228.1,"3,345","1,466,465"
Chlamydia,2006,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,417.6,"53,586","12,831,970"
Chlamydia,2006,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,314.5,"19,859","6,313,520"
Chlamydia,2006,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,281.3,"8,390","2,982,085"
Chlamydia,2006,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,283.2,"7,829","2,764,075"
Chlamydia,2006,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,212.5,"8,940","4,206,074"
Chlamydia,2006,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,417.1,"17,885","4,287,768"
Chlamydia,2006,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,174.5,"2,306","1,321,574"
Chlamydia,2006,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,389.2,"21,859","5,615,727"
Chlamydia,2006,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,239.1,"15,394","6,437,193"
Chlamydia,2006,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,364,"36,753","10,095,643"
Chlamydia,2006,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,250.3,"12,935","5,167,101"
Chlamydia,2006,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,652.9,"19,002","2,910,540"
Chlamydia,2006,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,393.3,"22,982","5,842,713"
Chlamydia,2006,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,280.5,"2,650","944,632"
Chlamydia,2006,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,307,"5,428","1,768,331"
Chlamydia,2006,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,336.5,"8,398","2,495,529"
Chlamydia,2006,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,151.9,"1,997","1,314,895"
Chlamydia,2006,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,231.5,"20,194","8,724,560"
Chlamydia,2006,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,502.9,"9,829","1,954,599"
Chlamydia,2006,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,355.9,"68,720","19,306,183"
Chlamydia,2006,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,379.6,"33,615","8,856,505"
Chlamydia,2006,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,286.2,"1,820","635,867"
Chlamydia,2006,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2006,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,349.4,"40,106","11,478,006"
Chlamydia,2006,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,363,"12,992","3,579,212"
Chlamydia,2006,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,258.8,"9,577","3,700,758"
Chlamydia,2006,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,317.4,"39,487","12,440,621"
Chlamydia,2006,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,129.9,"5,102","3,926,744"
Chlamydia,2006,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,294.3,"3,142","1,067,610"
Chlamydia,2006,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,517.2,"22,351","4,321,249"
Chlamydia,2006,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,336.7,"2,633","781,919"
Chlamydia,2006,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,419.3,"25,320","6,038,803"
Chlamydia,2006,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,321.4,"75,543","23,507,783"
Chlamydia,2006,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,247.9,267,"107,700"
Chlamydia,2006,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,199.7,"5,092","2,550,063"
Chlamydia,2006,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,190.9,"1,191","623,908"
Chlamydia,2006,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,315.2,"24,087","7,642,884"
Chlamydia,2006,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,278.6,"17,819","6,395,798"
Chlamydia,2006,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,160,"2,910","1,818,470"
Chlamydia,2006,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,363.4,"20,190","5,556,506"
Chlamydia,2006,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,276.1,"1,422","515,004"
Chlamydia,2007,Alabama,1,All races/ethnicities,Both sexes,All age groups,All transmission categories,543.5,"25,153","4,627,851"
Chlamydia,2007,Alaska,2,All races/ethnicities,Both sexes,All age groups,All transmission categories,718.5,"4,911","683,478"
Chlamydia,2007,American Samoa,60,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2007,Arizona,4,All races/ethnicities,Both sexes,All age groups,All transmission categories,392.3,"24,866","6,338,755"
Chlamydia,2007,Arkansas,5,All races/ethnicities,Both sexes,All age groups,All transmission categories,351.1,"9,954","2,834,797"
Chlamydia,2007,California,6,All races/ethnicities,Both sexes,All age groups,All transmission categories,388.3,"141,928","36,553,215"
Chlamydia,2007,Colorado,8,All races/ethnicities,Both sexes,All age groups,All transmission categories,353.5,"17,186","4,861,515"
Chlamydia,2007,Connecticut,9,All races/ethnicities,Both sexes,All age groups,All transmission categories,327,"11,454","3,502,309"
Chlamydia,2007,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,402.3,"3,479","864,764"
Chlamydia,2007,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,1024.8,"6,029","588,292"
Chlamydia,2007,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,315.5,"57,575","18,251,243"
Chlamydia,2007,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,449.6,"42,913","9,544,750"
Chlamydia,2007,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,422.1,671,"158,967"
Chlamydia,2007,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,440.9,"5,659","1,283,388"
Chlamydia,2007,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,248.2,"3,722","1,499,402"
Chlamydia,2007,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,431.6,"55,470","12,852,548"
Chlamydia,2007,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,326.4,"20,712","6,345,289"
Chlamydia,2007,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,289.3,"8,643","2,988,046"
Chlamydia,2007,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,294.7,"8,180","2,775,997"
Chlamydia,2007,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,207.4,"8,798","4,241,474"
Chlamydia,2007,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,451,"19,362","4,293,204"
Chlamydia,2007,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,192.9,"2,541","1,317,207"
Chlamydia,2007,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,412,"23,150","5,618,344"
Chlamydia,2007,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,250.3,"16,145","6,449,755"
Chlamydia,2007,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,370.9,"37,353","10,071,822"
Chlamydia,2007,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,258.1,"13,413","5,197,621"
Chlamydia,2007,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,743,"21,686","2,918,785"
Chlamydia,2007,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,396.5,"23,308","5,878,415"
Chlamydia,2007,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,286.9,"2,748","957,861"
Chlamydia,2007,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,289.2,"5,132","1,774,571"
Chlamydia,2007,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,370.9,"9,514","2,565,382"
Chlamydia,2007,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,156.2,"2,055","1,315,828"
Chlamydia,2007,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,247.9,"21,536","8,685,920"
Chlamydia,2007,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,480.2,"9,460","1,969,915"
Chlamydia,2007,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,418.3,"80,717","19,297,729"
Chlamydia,2007,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,337.8,"30,611","9,061,032"
Chlamydia,2007,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,279.7,"1,789","639,715"
Chlamydia,2007,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2007,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,413.7,"47,434","11,466,917"
Chlamydia,2007,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,346.4,"12,529","3,617,316"
Chlamydia,2007,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,262.8,"9,849","3,747,455"
Chlamydia,2007,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,341.6,"42,469","12,432,792"
Chlamydia,2007,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,200.7,"7,909","3,941,235"
Chlamydia,2007,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,300.3,"3,177","1,057,832"
Chlamydia,2007,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,599.7,"26,431","4,407,709"
Chlamydia,2007,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,329.1,"2,620","796,214"
Chlamydia,2007,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,436.4,"26,866","6,156,719"
Chlamydia,2007,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,358.9,"85,786","23,904,380"
Chlamydia,2007,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,323,347,"107,423"
Chlamydia,2007,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,216.3,"5,721","2,645,330"
Chlamydia,2007,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,170.1,"1,057","621,254"
Chlamydia,2007,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,318.7,"24,579","7,712,091"
Chlamydia,2007,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,290.4,"18,784","6,468,424"
Chlamydia,2007,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,174.8,"3,168","1,812,035"
Chlamydia,2007,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,349.1,"19,555","5,601,640"
Chlamydia,2007,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,228.9,"1,197","522,830"
Chlamydia,2008,Alabama,1,All races/ethnicities,Both sexes,All age groups,All transmission categories,531.1,"24,760","4,661,900"
Chlamydia,2008,Alaska,2,All races/ethnicities,Both sexes,All age groups,All transmission categories,708.3,"4,861","686,293"
Chlamydia,2008,American Samoa,60,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2008,Arizona,4,All races/ethnicities,Both sexes,All age groups,All transmission categories,381.1,"24,769","6,500,180"
Chlamydia,2008,Arkansas,5,All races/ethnicities,Both sexes,All age groups,All transmission categories,495.1,"14,136","2,855,390"
Chlamydia,2008,California,6,All races/ethnicities,Both sexes,All age groups,All transmission categories,404.8,"148,798","36,756,666"
Chlamydia,2008,Colorado,8,All races/ethnicities,Both sexes,All age groups,All transmission categories,388.3,"19,180","4,939,456"
Chlamydia,2008,Connecticut,9,All races/ethnicities,Both sexes,All age groups,All transmission categories,357.6,"12,519","3,501,252"
Chlamydia,2008,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,443,"3,868","873,092"
Chlamydia,2008,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,1169.9,"6,924","591,833"
Chlamydia,2008,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,387.5,"71,017","18,328,340"
Chlamydia,2008,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,440.1,"42,629","9,685,744"
Chlamydia,2008,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,433.5,690,"159,169"
Chlamydia,2008,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,464.4,"5,982","1,288,198"
Chlamydia,2008,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,275.2,"4,194","1,523,816"
Chlamydia,2008,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,458.6,"59,169","12,901,563"
Chlamydia,2008,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,347.4,"22,154","6,376,792"
